Antall målepunkter;Volum (MWh);Prisomraade;Gruppe;Bruksdogn
1678;1099;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.09.2022
2324;1019;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;01.09.2022
12136;1385;NO1;Bygge- og anleggsvirksomhet;01.09.2022
107597;754;NO1;Fritidsbolig;01.09.2022
1052572;20554;NO1;Husholdning;01.09.2022
112679;24277;NO1;Tjenesteyting;01.09.2022
6698;1072;NO2;Jordbruk, skogbruk og fiske;01.09.2022
11808;469;NO2;Uklassifisert;01.09.2022
489;4203;NO2;Bergverksdrift og utvinning;01.09.2022
4137;42084;NO2;Industri;01.09.2022
2150;5144;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.09.2022
1767;446;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;01.09.2022
10249;659;NO2;Bygge- og anleggsvirksomhet;01.09.2022
101993;627;NO2;Fritidsbolig;01.09.2022
603192;12147;NO2;Husholdning;01.09.2022
64989;13612;NO2;Tjenesteyting;01.09.2022
12497;1503;NO3;Jordbruk, skogbruk og fiske;01.09.2022
3806;192;NO3;Uklassifisert;01.09.2022
232;4597;NO3;Bergverksdrift og utvinning;01.09.2022
3331;36824;NO3;Industri;01.09.2022
1874;2770;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.09.2022
1352;190;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;01.09.2022
5142;460;NO3;Bygge- og anleggsvirksomhet;01.09.2022
61865;592;NO3;Fritidsbolig;01.09.2022
389286;10643;NO3;Husholdning;01.09.2022
48929;9759;NO3;Tjenesteyting;01.09.2022
3748;1155;NO4;Jordbruk, skogbruk og fiske;01.09.2022
4264;141;NO4;Uklassifisert;01.09.2022
201;5276;NO4;Bergverksdrift og utvinning;01.09.2022
1799;17818;NO4;Industri;01.09.2022
1038;3752;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.09.2022
832;122;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;01.09.2022
3576;333;NO4;Bygge- og anleggsvirksomhet;01.09.2022
43198;589;NO4;Fritidsbolig;01.09.2022
240712;9890;NO4;Husholdning;01.09.2022
34695;8233;NO4;Tjenesteyting;01.09.2022
1757;237;NO5;Jordbruk, skogbruk og fiske;01.09.2022
3568;117;NO5;Uklassifisert;01.09.2022
166;10935;NO5;Bergverksdrift og utvinning;01.09.2022
1228;10708;NO5;Industri;01.09.2022
1020;875;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.09.2022
825;95;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;01.09.2022
2829;256;NO5;Bygge- og anleggsvirksomhet;01.09.2022
44961;341;NO5;Fritidsbolig;01.09.2022
252646;5401;NO5;Husholdning;01.09.2022
23027;5555;NO5;Tjenesteyting;01.09.2022
7593;684;NO1;Jordbruk, skogbruk og fiske;31.08.2022
7549;425;NO1;Uklassifisert;31.08.2022
282;185;NO1;Bergverksdrift og utvinning;31.08.2022
4690;10810;NO1;Industri;31.08.2022
1685;1096;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.08.2022
2328;1005;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;31.08.2022
12397;1399;NO1;Bygge- og anleggsvirksomhet;31.08.2022
107586;715;NO1;Fritidsbolig;31.08.2022
1051704;20561;NO1;Husholdning;31.08.2022
112950;24279;NO1;Tjenesteyting;31.08.2022
6759;1044;NO2;Jordbruk, skogbruk og fiske;31.08.2022
11662;458;NO2;Uklassifisert;31.08.2022
489;4162;NO2;Bergverksdrift og utvinning;31.08.2022
4140;42603;NO2;Industri;31.08.2022
2157;3626;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.08.2022
1759;426;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;31.08.2022
10422;648;NO2;Bygge- og anleggsvirksomhet;31.08.2022
102065;598;NO2;Fritidsbolig;31.08.2022
602958;12064;NO2;Husholdning;31.08.2022
65022;13609;NO2;Tjenesteyting;31.08.2022
12532;1512;NO3;Jordbruk, skogbruk og fiske;31.08.2022
3821;199;NO3;Uklassifisert;31.08.2022
232;5304;NO3;Bergverksdrift og utvinning;31.08.2022
3339;35703;NO3;Industri;31.08.2022
1880;2736;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.08.2022
1351;184;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;31.08.2022
5225;461;NO3;Bygge- og anleggsvirksomhet;31.08.2022
61785;569;NO3;Fritidsbolig;31.08.2022
388775;10668;NO3;Husholdning;31.08.2022
49533;9805;NO3;Tjenesteyting;31.08.2022
3767;1159;NO4;Jordbruk, skogbruk og fiske;31.08.2022
4261;140;NO4;Uklassifisert;31.08.2022
201;5144;NO4;Bergverksdrift og utvinning;31.08.2022
1791;18217;NO4;Industri;31.08.2022
1039;3723;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.08.2022
834;121;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;31.08.2022
3680;330;NO4;Bygge- og anleggsvirksomhet;31.08.2022
43197;565;NO4;Fritidsbolig;31.08.2022
240530;9864;NO4;Husholdning;31.08.2022
34756;8173;NO4;Tjenesteyting;31.08.2022
1768;236;NO5;Jordbruk, skogbruk og fiske;31.08.2022
3570;114;NO5;Uklassifisert;31.08.2022
171;10607;NO5;Bergverksdrift og utvinning;31.08.2022
1231;10583;NO5;Industri;31.08.2022
1028;909;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.08.2022
826;99;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;31.08.2022
2826;252;NO5;Bygge- og anleggsvirksomhet;31.08.2022
45030;324;NO5;Fritidsbolig;31.08.2022
252971;5216;NO5;Husholdning;31.08.2022
23195;5539;NO5;Tjenesteyting;31.08.2022
7593;670;NO1;Jordbruk, skogbruk og fiske;30.08.2022
7550;426;NO1;Uklassifisert;30.08.2022
283;189;NO1;Bergverksdrift og utvinning;30.08.2022
4690;11358;NO1;Industri;30.08.2022
1683;1064;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;30.08.2022
2329;1006;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;30.08.2022
12398;1370;NO1;Bygge- og anleggsvirksomhet;30.08.2022
107583;695;NO1;Fritidsbolig;30.08.2022
1051691;20057;NO1;Husholdning;30.08.2022
112942;23937;NO1;Tjenesteyting;30.08.2022
6758;1060;NO2;Jordbruk, skogbruk og fiske;30.08.2022
11662;454;NO2;Uklassifisert;30.08.2022
489;4166;NO2;Bergverksdrift og utvinning;30.08.2022
4139;42106;NO2;Industri;30.08.2022
2155;2173;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;30.08.2022
1760;424;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;30.08.2022
10421;643;NO2;Bygge- og anleggsvirksomhet;30.08.2022
102048;592;NO2;Fritidsbolig;30.08.2022
602896;11874;NO2;Husholdning;30.08.2022
65006;13567;NO2;Tjenesteyting;30.08.2022
12531;1497;NO3;Jordbruk, skogbruk og fiske;30.08.2022
3822;195;NO3;Uklassifisert;30.08.2022
232;5237;NO3;Bergverksdrift og utvinning;30.08.2022
3339;35798;NO3;Industri;30.08.2022
1877;2623;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;30.08.2022
1351;184;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;30.08.2022
5224;452;NO3;Bygge- og anleggsvirksomhet;30.08.2022
61771;550;NO3;Fritidsbolig;30.08.2022
388714;10527;NO3;Husholdning;30.08.2022
49529;9641;NO3;Tjenesteyting;30.08.2022
3768;1158;NO4;Jordbruk, skogbruk og fiske;30.08.2022
4263;132;NO4;Uklassifisert;30.08.2022
201;5281;NO4;Bergverksdrift og utvinning;30.08.2022
1793;18410;NO4;Industri;30.08.2022
1039;3738;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;30.08.2022
834;120;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;30.08.2022
3679;324;NO4;Bygge- og anleggsvirksomhet;30.08.2022
43197;555;NO4;Fritidsbolig;30.08.2022
240546;9864;NO4;Husholdning;30.08.2022
34771;8154;NO4;Tjenesteyting;30.08.2022
1762;236;NO5;Jordbruk, skogbruk og fiske;30.08.2022
3564;119;NO5;Uklassifisert;30.08.2022
168;8749;NO5;Bergverksdrift og utvinning;30.08.2022
1230;10614;NO5;Industri;30.08.2022
1027;923;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;30.08.2022
826;98;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;30.08.2022
2817;246;NO5;Bygge- og anleggsvirksomhet;30.08.2022
44974;320;NO5;Fritidsbolig;30.08.2022
252452;5238;NO5;Husholdning;30.08.2022
23176;5626;NO5;Tjenesteyting;30.08.2022
7591;659;NO1;Jordbruk, skogbruk og fiske;29.08.2022
7549;405;NO1;Uklassifisert;29.08.2022
283;179;NO1;Bergverksdrift og utvinning;29.08.2022
4690;11693;NO1;Industri;29.08.2022
1685;1097;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;29.08.2022
2329;986;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;29.08.2022
12348;1330;NO1;Bygge- og anleggsvirksomhet;29.08.2022
107562;687;NO1;Fritidsbolig;29.08.2022
1051561;19676;NO1;Husholdning;29.08.2022
112938;23788;NO1;Tjenesteyting;29.08.2022
6760;1044;NO2;Jordbruk, skogbruk og fiske;29.08.2022
11664;466;NO2;Uklassifisert;29.08.2022
489;4036;NO2;Bergverksdrift og utvinning;29.08.2022
4138;41860;NO2;Industri;29.08.2022
2155;2763;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;29.08.2022
1758;413;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;29.08.2022
10402;634;NO2;Bygge- og anleggsvirksomhet;29.08.2022
102039;600;NO2;Fritidsbolig;29.08.2022
602834;11751;NO2;Husholdning;29.08.2022
64992;13560;NO2;Tjenesteyting;29.08.2022
12536;1503;NO3;Jordbruk, skogbruk og fiske;29.08.2022
3820;193;NO3;Uklassifisert;29.08.2022
232;5187;NO3;Bergverksdrift og utvinning;29.08.2022
3338;35916;NO3;Industri;29.08.2022
1878;2814;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;29.08.2022
1352;183;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;29.08.2022
5227;449;NO3;Bygge- og anleggsvirksomhet;29.08.2022
61782;555;NO3;Fritidsbolig;29.08.2022
388705;10720;NO3;Husholdning;29.08.2022
49546;9507;NO3;Tjenesteyting;29.08.2022
3764;1147;NO4;Jordbruk, skogbruk og fiske;29.08.2022
4260;128;NO4;Uklassifisert;29.08.2022
201;5047;NO4;Bergverksdrift og utvinning;29.08.2022
1789;18299;NO4;Industri;29.08.2022
1039;3746;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;29.08.2022
834;117;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;29.08.2022
3679;309;NO4;Bygge- og anleggsvirksomhet;29.08.2022
43193;525;NO4;Fritidsbolig;29.08.2022
240518;9514;NO4;Husholdning;29.08.2022
34762;7884;NO4;Tjenesteyting;29.08.2022
1764;239;NO5;Jordbruk, skogbruk og fiske;29.08.2022
3565;117;NO5;Uklassifisert;29.08.2022
168;8631;NO5;Bergverksdrift og utvinning;29.08.2022
1229;10510;NO5;Industri;29.08.2022
1032;1115;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;29.08.2022
826;96;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;29.08.2022
2808;252;NO5;Bygge- og anleggsvirksomhet;29.08.2022
44970;329;NO5;Fritidsbolig;29.08.2022
252411;5452;NO5;Husholdning;29.08.2022
23175;5623;NO5;Tjenesteyting;29.08.2022
7591;663;NO1;Jordbruk, skogbruk og fiske;28.08.2022
7543;404;NO1;Uklassifisert;28.08.2022
283;65;NO1;Bergverksdrift og utvinning;28.08.2022
4688;9202;NO1;Industri;28.08.2022
1682;1087;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;28.08.2022
2331;801;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;28.08.2022
12264;965;NO1;Bygge- og anleggsvirksomhet;28.08.2022
107562;851;NO1;Fritidsbolig;28.08.2022
1051525;20137;NO1;Husholdning;28.08.2022
112922;18038;NO1;Tjenesteyting;28.08.2022
6759;993;NO2;Jordbruk, skogbruk og fiske;28.08.2022
11669;454;NO2;Uklassifisert;28.08.2022
489;3783;NO2;Bergverksdrift og utvinning;28.08.2022
4140;40822;NO2;Industri;28.08.2022
2155;9305;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;28.08.2022
1758;303;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;28.08.2022
10399;488;NO2;Bygge- og anleggsvirksomhet;28.08.2022
102032;780;NO2;Fritidsbolig;28.08.2022
602813;12603;NO2;Husholdning;28.08.2022
64988;10695;NO2;Tjenesteyting;28.08.2022
12525;1468;NO3;Jordbruk, skogbruk og fiske;28.08.2022
3821;187;NO3;Uklassifisert;28.08.2022
232;5089;NO3;Bergverksdrift og utvinning;28.08.2022
3338;34097;NO3;Industri;28.08.2022
1878;2693;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;28.08.2022
1352;150;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;28.08.2022
5218;345;NO3;Bygge- og anleggsvirksomhet;28.08.2022
61778;686;NO3;Fritidsbolig;28.08.2022
388650;10913;NO3;Husholdning;28.08.2022
49528;7795;NO3;Tjenesteyting;28.08.2022
3763;1042;NO4;Jordbruk, skogbruk og fiske;28.08.2022
4257;142;NO4;Uklassifisert;28.08.2022
201;4853;NO4;Bergverksdrift og utvinning;28.08.2022
1790;18081;NO4;Industri;28.08.2022
1040;3670;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;28.08.2022
834;79;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;28.08.2022
3685;232;NO4;Bygge- og anleggsvirksomhet;28.08.2022
43193;572;NO4;Fritidsbolig;28.08.2022
240517;9360;NO4;Husholdning;28.08.2022
34763;6657;NO4;Tjenesteyting;28.08.2022
1763;235;NO5;Jordbruk, skogbruk og fiske;28.08.2022
3565;117;NO5;Uklassifisert;28.08.2022
168;10090;NO5;Bergverksdrift og utvinning;28.08.2022
1229;10054;NO5;Industri;28.08.2022
1033;1470;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;28.08.2022
826;74;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;28.08.2022
2818;203;NO5;Bygge- og anleggsvirksomhet;28.08.2022
44968;431;NO5;Fritidsbolig;28.08.2022
252395;5820;NO5;Husholdning;28.08.2022
23171;4500;NO5;Tjenesteyting;28.08.2022
7589;646;NO1;Jordbruk, skogbruk og fiske;27.08.2022
7543;403;NO1;Uklassifisert;27.08.2022
283;71;NO1;Bergverksdrift og utvinning;27.08.2022
4688;9152;NO1;Industri;27.08.2022
1682;981;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;27.08.2022
2330;817;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;27.08.2022
12261;1043;NO1;Bygge- og anleggsvirksomhet;27.08.2022
107553;949;NO1;Fritidsbolig;27.08.2022
1051386;18818;NO1;Husholdning;27.08.2022
112913;19587;NO1;Tjenesteyting;27.08.2022
6758;996;NO2;Jordbruk, skogbruk og fiske;27.08.2022
11665;428;NO2;Uklassifisert;27.08.2022
489;3845;NO2;Bergverksdrift og utvinning;27.08.2022
4140;41233;NO2;Industri;27.08.2022
2155;2670;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;27.08.2022
1758;319;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;27.08.2022
10398;514;NO2;Bygge- og anleggsvirksomhet;27.08.2022
102027;882;NO2;Fritidsbolig;27.08.2022
602779;12061;NO2;Husholdning;27.08.2022
64985;11605;NO2;Tjenesteyting;27.08.2022
12525;1463;NO3;Jordbruk, skogbruk og fiske;27.08.2022
3821;187;NO3;Uklassifisert;27.08.2022
232;5128;NO3;Bergverksdrift og utvinning;27.08.2022
3339;34031;NO3;Industri;27.08.2022
1878;2675;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;27.08.2022
1352;134;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;27.08.2022
5215;353;NO3;Bygge- og anleggsvirksomhet;27.08.2022
61758;736;NO3;Fritidsbolig;27.08.2022
388524;10061;NO3;Husholdning;27.08.2022
49524;8230;NO3;Tjenesteyting;27.08.2022
3763;1030;NO4;Jordbruk, skogbruk og fiske;27.08.2022
4257;130;NO4;Uklassifisert;27.08.2022
201;4862;NO4;Bergverksdrift og utvinning;27.08.2022
1789;17982;NO4;Industri;27.08.2022
1039;3662;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;27.08.2022
834;78;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;27.08.2022
3682;225;NO4;Bygge- og anleggsvirksomhet;27.08.2022
43190;546;NO4;Fritidsbolig;27.08.2022
240503;8211;NO4;Husholdning;27.08.2022
34757;6714;NO4;Tjenesteyting;27.08.2022
1763;235;NO5;Jordbruk, skogbruk og fiske;27.08.2022
3565;114;NO5;Uklassifisert;27.08.2022
168;10107;NO5;Bergverksdrift og utvinning;27.08.2022
1229;10070;NO5;Industri;27.08.2022
1033;1492;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;27.08.2022
826;74;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;27.08.2022
2807;204;NO5;Bygge- og anleggsvirksomhet;27.08.2022
44965;482;NO5;Fritidsbolig;27.08.2022
252370;5536;NO5;Husholdning;27.08.2022
23169;4789;NO5;Tjenesteyting;27.08.2022
7589;698;NO1;Jordbruk, skogbruk og fiske;26.08.2022
7545;411;NO1;Uklassifisert;26.08.2022
283;117;NO1;Bergverksdrift og utvinning;26.08.2022
4688;11236;NO1;Industri;26.08.2022
1682;1021;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;26.08.2022
2330;933;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;26.08.2022
12264;1339;NO1;Bygge- og anleggsvirksomhet;26.08.2022
107555;857;NO1;Fritidsbolig;26.08.2022
1051407;19250;NO1;Husholdning;26.08.2022
112918;23829;NO1;Tjenesteyting;26.08.2022
6758;1194;NO2;Jordbruk, skogbruk og fiske;26.08.2022
11665;464;NO2;Uklassifisert;26.08.2022
489;3901;NO2;Bergverksdrift og utvinning;26.08.2022
4140;42456;NO2;Industri;26.08.2022
2155;1363;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;26.08.2022
1758;414;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;26.08.2022
10397;656;NO2;Bygge- og anleggsvirksomhet;26.08.2022
102027;770;NO2;Fritidsbolig;26.08.2022
602776;11898;NO2;Husholdning;26.08.2022
64985;13731;NO2;Tjenesteyting;26.08.2022
12529;1450;NO3;Jordbruk, skogbruk og fiske;26.08.2022
3821;187;NO3;Uklassifisert;26.08.2022
232;5209;NO3;Bergverksdrift og utvinning;26.08.2022
3338;35080;NO3;Industri;26.08.2022
1878;2740;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;26.08.2022
1352;162;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;26.08.2022
5216;409;NO3;Bygge- og anleggsvirksomhet;26.08.2022
61766;580;NO3;Fritidsbolig;26.08.2022
388529;9232;NO3;Husholdning;26.08.2022
49524;9356;NO3;Tjenesteyting;26.08.2022
3763;1119;NO4;Jordbruk, skogbruk og fiske;26.08.2022
4257;107;NO4;Uklassifisert;26.08.2022
201;5006;NO4;Bergverksdrift og utvinning;26.08.2022
1789;17858;NO4;Industri;26.08.2022
1039;3148;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;26.08.2022
834;88;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;26.08.2022
3681;250;NO4;Bygge- og anleggsvirksomhet;26.08.2022
43190;443;NO4;Fritidsbolig;26.08.2022
240504;7483;NO4;Husholdning;26.08.2022
34757;7157;NO4;Tjenesteyting;26.08.2022
1763;243;NO5;Jordbruk, skogbruk og fiske;26.08.2022
3564;117;NO5;Uklassifisert;26.08.2022
168;10297;NO5;Bergverksdrift og utvinning;26.08.2022
1229;10482;NO5;Industri;26.08.2022
1033;1504;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;26.08.2022
826;89;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;26.08.2022
2807;246;NO5;Bygge- og anleggsvirksomhet;26.08.2022
44965;422;NO5;Fritidsbolig;26.08.2022
252362;5316;NO5;Husholdning;26.08.2022
23169;5619;NO5;Tjenesteyting;26.08.2022
7592;676;NO1;Jordbruk, skogbruk og fiske;25.08.2022
7543;417;NO1;Uklassifisert;25.08.2022
283;180;NO1;Bergverksdrift og utvinning;25.08.2022
4690;12107;NO1;Industri;25.08.2022
1682;1076;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;25.08.2022
2330;976;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;25.08.2022
12272;1383;NO1;Bygge- og anleggsvirksomhet;25.08.2022
107554;712;NO1;Fritidsbolig;25.08.2022
1051483;19187;NO1;Husholdning;25.08.2022
112925;24488;NO1;Tjenesteyting;25.08.2022
6758;1154;NO2;Jordbruk, skogbruk og fiske;25.08.2022
11668;429;NO2;Uklassifisert;25.08.2022
489;3876;NO2;Bergverksdrift og utvinning;25.08.2022
4140;42742;NO2;Industri;25.08.2022
2155;1010;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;25.08.2022
1758;414;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;25.08.2022
10378;651;NO2;Bygge- og anleggsvirksomhet;25.08.2022
102030;637;NO2;Fritidsbolig;25.08.2022
602800;11797;NO2;Husholdning;25.08.2022
64991;13844;NO2;Tjenesteyting;25.08.2022
12524;1432;NO3;Jordbruk, skogbruk og fiske;25.08.2022
3823;178;NO3;Uklassifisert;25.08.2022
232;5228;NO3;Bergverksdrift og utvinning;25.08.2022
3336;33614;NO3;Industri;25.08.2022
1877;2353;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;25.08.2022
1352;178;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;25.08.2022
5218;434;NO3;Bygge- og anleggsvirksomhet;25.08.2022
61766;480;NO3;Fritidsbolig;25.08.2022
388556;9075;NO3;Husholdning;25.08.2022
49529;9288;NO3;Tjenesteyting;25.08.2022
3765;1141;NO4;Jordbruk, skogbruk og fiske;25.08.2022
4257;106;NO4;Uklassifisert;25.08.2022
201;5207;NO4;Bergverksdrift og utvinning;25.08.2022
1789;17022;NO4;Industri;25.08.2022
1039;2455;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;25.08.2022
834;91;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;25.08.2022
3686;270;NO4;Bygge- og anleggsvirksomhet;25.08.2022
43192;439;NO4;Fritidsbolig;25.08.2022
240510;7845;NO4;Husholdning;25.08.2022
34758;7320;NO4;Tjenesteyting;25.08.2022
1763;244;NO5;Jordbruk, skogbruk og fiske;25.08.2022
3564;108;NO5;Uklassifisert;25.08.2022
168;10453;NO5;Bergverksdrift og utvinning;25.08.2022
1229;10619;NO5;Industri;25.08.2022
1036;1478;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;25.08.2022
825;92;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;25.08.2022
2807;249;NO5;Bygge- og anleggsvirksomhet;25.08.2022
44965;346;NO5;Fritidsbolig;25.08.2022
252363;5257;NO5;Husholdning;25.08.2022
23171;5645;NO5;Tjenesteyting;25.08.2022
7591;686;NO1;Jordbruk, skogbruk og fiske;24.08.2022
7546;375;NO1;Uklassifisert;24.08.2022
283;190;NO1;Bergverksdrift og utvinning;24.08.2022
4689;11961;NO1;Industri;24.08.2022
1680;1108;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;24.08.2022
2330;983;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;24.08.2022
12247;1376;NO1;Bygge- og anleggsvirksomhet;24.08.2022
107536;701;NO1;Fritidsbolig;24.08.2022
1051453;19912;NO1;Husholdning;24.08.2022
112915;24054;NO1;Tjenesteyting;24.08.2022
6757;1113;NO2;Jordbruk, skogbruk og fiske;24.08.2022
11668;417;NO2;Uklassifisert;24.08.2022
489;4100;NO2;Bergverksdrift og utvinning;24.08.2022
4140;42029;NO2;Industri;24.08.2022
2155;808;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;24.08.2022
1757;411;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;24.08.2022
10369;642;NO2;Bygge- og anleggsvirksomhet;24.08.2022
102017;630;NO2;Fritidsbolig;24.08.2022
602812;12024;NO2;Husholdning;24.08.2022
64990;13736;NO2;Tjenesteyting;24.08.2022
12525;1435;NO3;Jordbruk, skogbruk og fiske;24.08.2022
3822;179;NO3;Uklassifisert;24.08.2022
232;5221;NO3;Bergverksdrift og utvinning;24.08.2022
3338;32092;NO3;Industri;24.08.2022
1880;2289;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;24.08.2022
1353;178;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;24.08.2022
5219;445;NO3;Bygge- og anleggsvirksomhet;24.08.2022
61757;508;NO3;Fritidsbolig;24.08.2022
388566;9499;NO3;Husholdning;24.08.2022
49537;9389;NO3;Tjenesteyting;24.08.2022
3764;1107;NO4;Jordbruk, skogbruk og fiske;24.08.2022
4257;105;NO4;Uklassifisert;24.08.2022
201;5229;NO4;Bergverksdrift og utvinning;24.08.2022
1788;17892;NO4;Industri;24.08.2022
1039;1683;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;24.08.2022
834;94;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;24.08.2022
3684;287;NO4;Bygge- og anleggsvirksomhet;24.08.2022
43191;482;NO4;Fritidsbolig;24.08.2022
240506;8424;NO4;Husholdning;24.08.2022
34757;7484;NO4;Tjenesteyting;24.08.2022
1763;241;NO5;Jordbruk, skogbruk og fiske;24.08.2022
3563;112;NO5;Uklassifisert;24.08.2022
168;10168;NO5;Bergverksdrift og utvinning;24.08.2022
1228;10570;NO5;Industri;24.08.2022
1036;1448;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;24.08.2022
